session_id,user_id,timestamp,item_id,interaction_type,device_type,country
S000005,U0005,2025-05-27 13:39:38.487864,P010,view,mobile,CA
S000005,U0005,2025-05-27 13:40:08.487864,P009,view,tablet,FR
S000006,U0006,2025-05-13 15:05:25.487864,P001,add_to_cart,tablet,CA
S000006,U0006,2025-05-13 15:05:55.487864,P020,click,tablet,CA
S000006,U0006,2025-05-13 15:06:25.487864,P019,add_to_cart,mobile,JP
S000006,U0006,2025-05-13 15:06:55.487864,P020,purchase,mobile,UK
S000006,U0006,2025-05-13 15:07:25.487864,P019,click,desktop,JP
S000006,U0006,2025-05-13 15:07:55.487864,P020,add_to_cart,mobile,JP
S000006,U0006,2025-05-13 15:08:25.487864,P001,purchase,mobile,JP
S000006,U0006,2025-05-13 15:08:55.487864,P008,view,desktop,JP
S000006,U0006,2025-05-13 15:09:25.487864,P007,add_to_cart,desktop,JP
S000006,U0006,2025-05-13 15:09:55.487864,P002,view,desktop,UK
S000007,U0007,2025-05-20 11:59:43.487864,P014,click,tablet,CA
S000007,U0007,2025-05-20 12:00:13.487864,P013,add_to_cart,mobile,AU
S000007,U0007,2025-05-20 12:00:43.487864,P005,view,tablet,AU
S000008,U0008,2025-05-22 12:32:39.487864,P017,view,desktop,US
S000008,U0008,2025-05-22 12:33:09.487864,P018,view,mobile,DE
S000008,U0008,2025-05-22 12:33:39.487864,P017,add_to_cart,tablet,FR
S000008,U0008,2025-05-22 12:34:09.487864,P005,view,mobile,US
S000008,U0008,2025-05-22 12:34:39.487864,P004,click,desktop,DE
S000009,U0009,2025-05-21 07:14:40.487864,P009,click,tablet,FR
S000009,U0009,2025-05-21 07:15:10.487864,P010,click,desktop,JP
S000009,U0009,2025-05-21 07:15:40.487864,P020,purchase,mobile,JP
S000009,U0009,2025-05-21 07:16:10.487864,P001,click,mobile,JP
S000009,U0009,2025-05-21 07:16:40.487864,P020,add_to_cart,desktop,CA
S000009,U0009,2025-05-21 07:17:10.487864,P007,click,desktop,CA
S000009,U0009,2025-05-21 07:17:40.487864,P011,purchase,desktop,UK
S000010,U0010,2025-05-06 22:10:58.487864,P009,purchase,desktop,JP
S000010,U0010,2025-05-06 22:11:28.487864,P018,add_to_cart,desktop,AU
S000010,U0010,2025-05-06 22:11:58.487864,P010,purchase,desktop,UK
S000011,U0011,2025-05-21 14:57:21.487864,P015,view,mobile,FR
S000011,U0011,2025-05-21 14:57:51.487864,P007,click,desktop,JP
S000011,U0011,2025-05-21 14:58:21.487864,P008,purchase,mobile,IN
S000011,U0011,2025-05-21 14:58:51.487864,P009,add_to_cart,tablet,DE
S000011,U0011,2025-05-21 14:59:21.487864,P010,view,desktop,US
S000011,U0011,2025-05-21 14:59:51.487864,P011,click,desktop,FR
S000012,U0012,2025-05-08 21:54:04.487864,P017,purchase,desktop,JP
S000012,U0012,2025-05-08 21:54:34.487864,P005,purchase,desktop,IN
S000012,U0012,2025-05-08 21:55:04.487864,P004,add_to_cart,mobile,AU
S000012,U0012,2025-05-08 21:55:34.487864,P014,add_to_cart,desktop,DE
S000012,U0012,2025-05-08 21:56:04.487864,P013,view,mobile,AU
S000012,U0012,2025-05-08 21:56:34.487864,P014,click,tablet,IN
S000012,U0012,2025-05-08 21:57:04.487864,P015,click,desktop,FR
S000012,U0012,2025-05-08 21:57:34.487864,P014,add_to_cart,mobile,US
S000013,U0013,2025-05-06 16:01:13.487864,P013,purchase,desktop,CA
S000013,U0013,2025-05-06 16:01:43.487864,P012,view,desktop,IN
S000013,U0013,2025-05-06 16:02:13.487864,P010,purchase,tablet,UK
S000013,U0013,2025-05-06 16:02:43.487864,P020,click,desktop,US
S000013,U0013,2025-05-06 16:03:13.487864,P019,click,desktop,IN
S000013,U0013,2025-05-06 16:03:43.487864,P020,view,tablet,JP
S000013,U0013,2025-05-06 16:04:13.487864,P019,click,mobile,CA
S000013,U0013,2025-05-06 16:04:43.487864,P018,view,desktop,AU
S000013,U0013,2025-05-06 16:05:13.487864,P017,click,desktop,FR
S000013,U0013,2025-05-06 16:05:43.487864,P016,add_to_cart,desktop,UK
S000014,U0014,2025-05-30 05:02:17.487864,P020,purchase,tablet,CA
S000014,U0014,2025-05-30 05:02:47.487864,P019,add_to_cart,tablet,AU
S000014,U0014,2025-05-30 05:03:17.487864,P018,purchase,desktop,IN
S000014,U0014,2025-05-30 05:03:47.487864,P016,add_to_cart,tablet,UK
S000014,U0014,2025-05-30 05:04:17.487864,P015,click,mobile,US
S000014,U0014,2025-05-30 05:04:47.487864,P014,add_to_cart,mobile,AU
S000014,U0014,2025-05-30 05:05:17.487864,P015,view,mobile,CA
S000014,U0014,2025-05-30 05:05:47.487864,P016,add_to_cart,tablet,FR
S000014,U0014,2025-05-30 05:06:17.487864,P015,purchase,tablet,UK
S000014,U0014,2025-05-30 05:06:47.487864,P014,add_to_cart,tablet,US
S000015,U0015,2025-05-18 13:33:34.487864,P002,add_to_cart,mobile,AU
S000015,U0015,2025-05-18 13:34:04.487864,P003,purchase,mobile,DE
S000015,U0015,2025-05-18 13:34:34.487864,P004,click,desktop,US
S000015,U0015,2025-05-18 13:35:04.487864,P003,add_to_cart,tablet,DE
S000015,U0015,2025-05-18 13:35:34.487864,P014,add_to_cart,desktop,US
S000015,U0015,2025-05-18 13:36:04.487864,P013,click,tablet,JP
S000015,U0015,2025-05-18 13:36:34.487864,P014,purchase,desktop,FR
S000015,U0015,2025-05-18 13:37:04.487864,P015,click,desktop,CA
S000016,U0016,2025-05-13 14:11:33.487864,P008,add_to_cart,tablet,FR
S000016,U0016,2025-05-13 14:12:03.487864,P007,view,desktop,AU
S000016,U0016,2025-05-13 14:12:33.487864,P006,view,tablet,AU
S000016,U0016,2025-05-13 14:13:03.487864,P002,add_to_cart,mobile,CA
S000016,U0016,2025-05-13 14:13:33.487864,P001,click,desktop,UK
S000016,U0016,2025-05-13 14:14:03.487864,P002,click,mobile,JP
S000016,U0016,2025-05-13 14:14:33.487864,P001,click,tablet,IN
S000016,U0016,2025-05-13 14:15:03.487864,P002,view,tablet,JP
S000017,U0017,2025-05-14 12:18:33.487864,P010,purchase,desktop,JP
S000017,U0017,2025-05-14 12:19:03.487864,P012,click,tablet,IN
S000017,U0017,2025-05-14 12:19:33.487864,P013,click,tablet,AU
S000017,U0017,2025-05-14 12:20:03.487864,P014,add_to_cart,tablet,UK
S000017,U0017,2025-05-14 12:20:33.487864,P006,click,tablet,IN
S000017,U0017,2025-05-14 12:21:03.487864,P005,add_to_cart,desktop,AU
S000017,U0017,2025-05-14 12:21:33.487864,P004,purchase,mobile,FR
S000018,U0018,2025-05-08 13:28:01.487864,P008,add_to_cart,desktop,DE
S000018,U0018,2025-05-08 13:28:31.487864,P009,click,tablet,CA
S000018,U0018,2025-05-08 13:29:01.487864,P010,purchase,desktop,FR
S000018,U0018,2025-05-08 13:29:31.487864,P009,click,tablet,FR
S000018,U0018,2025-05-08 13:30:01.487864,P008,add_to_cart,desktop,FR
S000018,U0018,2025-05-08 13:30:31.487864,P007,click,tablet,FR
S000018,U0018,2025-05-08 13:31:01.487864,P001,click,mobile,FR
S000018,U0018,2025-05-08 13:31:31.487864,P002,view,desktop,DE
S000018,U0018,2025-05-08 13:32:01.487864,P006,purchase,desktop,DE
S000018,U0018,2025-05-08 13:32:31.487864,P007,purchase,tablet,JP
S000019,U0019,2025-05-04 16:05:47.487864,P011,purchase,desktop,JP
S000019,U0019,2025-05-04 16:06:17.487864,P012,purchase,tablet,JP
S000019,U0019,2025-05-04 16:06:47.487864,P011,view,desktop,IN
S000020,U0020,2025-05-10 22:08:05.487864,P008,view,desktop,DE
S000020,U0020,2025-05-10 22:08:35.487864,P007,click,tablet,DE
S000020,U0020,2025-05-10 22:09:05.487864,P008,view,desktop,IN
S000020,U0020,2025-05-10 22:09:35.487864,P009,add_to_cart,mobile,UK
S000020,U0020,2025-05-10 22:10:05.487864,P005,click,mobile,US
S000020,U0020,2025-05-10 22:10:35.487864,P006,purchase,desktop,DE
S000021,U0021,2025-05-25 09:39:55.487864,P005,purchase,mobile,FR
S000021,U0021,2025-05-25 09:40:25.487864,P006,purchase,desktop,UK
S000021,U0021,2025-05-25 09:40:55.487864,P007,purchase,tablet,FR
S000021,U0021,2025-05-25 09:41:25.487864,P006,click,desktop,DE
S000021,U0021,2025-05-25 09:41:55.487864,P007,purchase,desktop,DE
S000021,U0021,2025-05-25 09:42:25.487864,P008,purchase,tablet,AU
S000022,U0022,2025-05-07 07:23:21.487864,P009,view,mobile,JP
S000022,U0022,2025-05-07 07:23:51.487864,P016,purchase,tablet,AU
S000022,U0022,2025-05-07 07:24:21.487864,P016,click,tablet,FR
S000022,U0022,2025-05-07 07:24:51.487864,P015,view,tablet,IN
S000022,U0022,2025-05-07 07:25:21.487864,P014,add_to_cart,tablet,FR
S000022,U0022,2025-05-07 07:25:51.487864,P010,add_to_cart,mobile,JP
S000022,U0022,2025-05-07 07:26:21.487864,P009,add_to_cart,desktop,DE
S000022,U0022,2025-05-07 07:26:51.487864,P010,click,desktop,AU
S000023,U0023,2025-05-16 12:04:31.487864,P008,add_to_cart,tablet,DE
S000023,U0023,2025-05-16 12:05:01.487864,P009,purchase,desktop,CA
S000023,U0023,2025-05-16 12:05:31.487864,P010,purchase,desktop,IN
S000023,U0023,2025-05-16 12:06:01.487864,P005,add_to_cart,mobile,CA
S000023,U0023,2025-05-16 12:06:31.487864,P001,view,desktop,UK
S000023,U0023,2025-05-16 12:07:01.487864,P020,purchase,mobile,AU
S000024,U0024,2025-05-03 09:27:25.487864,P006,add_to_cart,mobile,DE
S000024,U0024,2025-05-03 09:27:55.487864,P013,add_to_cart,mobile,JP
S000024,U0024,2025-05-03 09:28:25.487864,P014,click,tablet,JP
S000025,U0025,2025-05-22 09:27:08.487864,P012,click,mobile,UK
S000025,U0025,2025-05-22 09:27:38.487864,P013,view,mobile,IN
S000025,U0025,2025-05-22 09:28:08.487864,P008,add_to_cart,desktop,UK
S000025,U0025,2025-05-22 09:28:38.487864,P009,view,tablet,DE
S000025,U0025,2025-05-22 09:29:08.487864,P010,click,mobile,UK
S000026,U0026,2025-05-28 03:19:41.487864,P006,view,desktop,CA
S000026,U0026,2025-05-28 03:20:11.487864,P020,click,tablet,JP
S000026,U0026,2025-05-28 03:20:41.487864,P019,click,mobile,FR
S000026,U0026,2025-05-28 03:21:11.487864,P020,view,tablet,JP
S000026,U0026,2025-05-28 03:21:41.487864,P019,purchase,mobile,UK
S000027,U0027,2025-05-28 13:32:53.487864,P018,purchase,tablet,JP
S000027,U0027,2025-05-28 13:33:23.487864,P013,view,tablet,IN
S000027,U0027,2025-05-28 13:33:53.487864,P014,purchase,mobile,DE
S000027,U0027,2025-05-28 13:34:23.487864,P015,view,mobile,DE
S000028,U0028,2025-05-21 02:21:12.487864,P002,view,tablet,IN
S000028,U0028,2025-05-21 02:21:42.487864,P001,view,desktop,UK
S000028,U0028,2025-05-21 02:22:12.487864,P002,click,mobile,AU
S000028,U0028,2025-05-21 02:22:42.487864,P013,view,desktop,JP
S000029,U0029,2025-05-03 01:00:10.487864,P008,purchase,mobile,IN
S000029,U0029,2025-05-03 01:00:40.487864,P007,purchase,desktop,FR
S000029,U0029,2025-05-03 01:01:10.487864,P018,add_to_cart,tablet,JP
S000029,U0029,2025-05-03 01:01:40.487864,P019,click,tablet,FR
S000029,U0029,2025-05-03 01:02:10.487864,P018,purchase,desktop,UK
S000029,U0029,2025-05-03 01:02:40.487864,P017,click,desktop,FR
S000030,U0030,2025-05-06 18:23:09.487864,P012,click,desktop,US
S000030,U0030,2025-05-06 18:23:39.487864,P011,view,mobile,US
S000030,U0030,2025-05-06 18:24:09.487864,P010,purchase,tablet,DE
S000030,U0030,2025-05-06 18:24:39.487864,P012,click,tablet,FR
S000030,U0030,2025-05-06 18:25:09.487864,P009,purchase,desktop,DE
S000030,U0030,2025-05-06 18:25:39.487864,P010,add_to_cart,mobile,UK
S000030,U0030,2025-05-06 18:26:09.487864,P011,click,tablet,AU
S000030,U0030,2025-05-06 18:26:39.487864,P010,add_to_cart,mobile,AU
S000030,U0030,2025-05-06 18:27:09.487864,P009,purchase,desktop,FR
S000031,U0031,2025-05-13 09:08:30.487864,P012,purchase,desktop,DE
S000031,U0031,2025-05-13 09:09:00.487864,P013,add_to_cart,tablet,UK
S000031,U0031,2025-05-13 09:09:30.487864,P012,add_to_cart,desktop,JP
S000031,U0031,2025-05-13 09:10:00.487864,P015,view,desktop,US
S000031,U0031,2025-05-13 09:10:30.487864,P016,click,desktop,UK
S000031,U0031,2025-05-13 09:11:00.487864,P017,click,tablet,FR
S000031,U0031,2025-05-13 09:11:30.487864,P016,view,mobile,UK
S000031,U0031,2025-05-13 09:12:00.487864,P017,purchase,desktop,UK
S000032,U0032,2025-05-31 21:28:53.487864,P008,purchase,mobile,CA
S000032,U0032,2025-05-31 21:29:23.487864,P002,add_to_cart,desktop,FR
S000032,U0032,2025-05-31 21:29:53.487864,P001,purchase,tablet,IN
S000033,U0033,2025-05-23 14:58:33.487864,P007,add_to_cart,desktop,UK
S000033,U0033,2025-05-23 14:59:03.487864,P013,click,tablet,DE
S000033,U0033,2025-05-23 14:59:33.487864,P012,add_to_cart,mobile,US
S000033,U0033,2025-05-23 15:00:03.487864,P002,purchase,desktop,DE
S000033,U0033,2025-05-23 15:00:33.487864,P001,view,desktop,DE
S000033,U0033,2025-05-23 15:01:03.487864,P002,click,tablet,DE
S000033,U0033,2025-05-23 15:01:33.487864,P003,view,desktop,US
S000033,U0033,2025-05-23 15:02:03.487864,P004,view,desktop,AU
S000033,U0033,2025-05-23 15:02:33.487864,P003,click,tablet,JP
S000034,U0034,2025-05-31 00:26:24.487864,P007,view,tablet,IN
S000034,U0034,2025-05-31 00:26:54.487864,P008,add_to_cart,desktop,DE
S000034,U0034,2025-05-31 00:27:24.487864,P007,click,mobile,JP
S000034,U0034,2025-05-31 00:27:54.487864,P008,view,tablet,JP
S000034,U0034,2025-05-31 00:28:24.487864,P009,view,desktop,CA
S000034,U0034,2025-05-31 00:28:54.487864,P001,add_to_cart,desktop,DE
S000034,U0034,2025-05-31 00:29:24.487864,P011,click,desktop,FR
S000035,U0035,2025-05-19 20:57:08.487864,P019,add_to_cart,desktop,UK
S000035,U0035,2025-05-19 20:57:38.487864,P016,purchase,tablet,FR
S000035,U0035,2025-05-19 20:58:08.487864,P020,click,mobile,US
S000035,U0035,2025-05-19 20:58:38.487864,P001,add_to_cart,desktop,DE
S000035,U0035,2025-05-19 20:59:08.487864,P006,purchase,desktop,FR
S000035,U0035,2025-05-19 20:59:38.487864,P007,add_to_cart,tablet,UK
S000035,U0035,2025-05-19 21:00:08.487864,P005,purchase,tablet,AU
S000035,U0035,2025-05-19 21:00:38.487864,P003,click,tablet,IN
S000035,U0035,2025-05-19 21:01:08.487864,P001,click,mobile,CA
S000036,U0036,2025-05-21 03:37:57.487864,P004,add_to_cart,mobile,JP
S000036,U0036,2025-05-21 03:38:27.487864,P007,view,mobile,DE
S000036,U0036,2025-05-21 03:38:57.487864,P008,add_to_cart,desktop,IN
S000036,U0036,2025-05-21 03:39:27.487864,P007,add_to_cart,mobile,JP
S000036,U0036,2025-05-21 03:39:57.487864,P001,view,mobile,IN
S000036,U0036,2025-05-21 03:40:27.487864,P020,click,desktop,DE
S000036,U0036,2025-05-21 03:40:57.487864,P001,click,desktop,US
S000036,U0036,2025-05-21 03:41:27.487864,P002,purchase,mobile,UK
S000037,U0037,2025-05-18 01:41:24.487864,P012,click,desktop,US
S000037,U0037,2025-05-18 01:41:54.487864,P011,purchase,mobile,DE
S000037,U0037,2025-05-18 01:42:24.487864,P010,purchase,tablet,AU
S000037,U0037,2025-05-18 01:42:54.487864,P009,add_to_cart,tablet,AU
S000038,U0038,2025-05-03 21:37:27.487864,P017,view,desktop,IN
S000038,U0038,2025-05-03 21:37:57.487864,P006,click,desktop,CA
S000038,U0038,2025-05-03 21:38:27.487864,P005,purchase,tablet,JP
S000038,U0038,2025-05-03 21:38:57.487864,P016,view,mobile,DE
S000038,U0038,2025-05-03 21:39:27.487864,P017,add_to_cart,tablet,DE
S000038,U0038,2025-05-03 21:39:57.487864,P018,purchase,tablet,UK
S000038,U0038,2025-05-03 21:40:27.487864,P019,click,mobile,AU
S000038,U0038,2025-05-03 21:40:57.487864,P020,click,mobile,IN
S000038,U0038,2025-05-03 21:41:27.487864,P019,add_to_cart,mobile,FR
S000039,U0039,2025-06-01 20:15:06.487864,P003,click,tablet,DE
S000039,U0039,2025-06-01 20:15:36.487864,P004,view,mobile,FR
S000039,U0039,2025-06-01 20:16:06.487864,P009,add_to_cart,tablet,AU
S000039,U0039,2025-06-01 20:16:36.487864,P010,add_to_cart,tablet,DE
S000039,U0039,2025-06-01 20:17:06.487864,P020,view,desktop,DE
S000039,U0039,2025-06-01 20:17:36.487864,P001,click,mobile,CA
S000039,U0039,2025-06-01 20:18:06.487864,P020,purchase,tablet,CA
S000039,U0039,2025-06-01 20:18:36.487864,P001,purchase,desktop,AU
S000039,U0039,2025-06-01 20:19:06.487864,P002,click,desktop,US
S000040,U0040,2025-05-17 00:32:54.487864,P018,click,tablet,IN
S000040,U0040,2025-05-17 00:33:24.487864,P019,add_to_cart,mobile,DE
S000040,U0040,2025-05-17 00:33:54.487864,P018,view,mobile,DE
S000040,U0040,2025-05-17 00:34:24.487864,P012,click,desktop,DE
S000040,U0040,2025-05-17 00:34:54.487864,P013,purchase,mobile,CA
S000040,U0040,2025-05-17 00:35:24.487864,P012,view,tablet,US
S000040,U0040,2025-05-17 00:35:54.487864,P011,purchase,tablet,IN
S000040,U0040,2025-05-17 00:36:24.487864,P017,purchase,tablet,JP
S000040,U0040,2025-05-17 00:36:54.487864,P018,click,tablet,UK
S000041,U0041,2025-05-28 11:33:41.487864,P017,purchase,desktop,FR
S000041,U0041,2025-05-28 11:34:11.487864,P016,purchase,mobile,DE
S000041,U0041,2025-05-28 11:34:41.487864,P015,view,mobile,UK
S000042,U0042,2025-05-27 17:10:38.487864,P016,view,mobile,UK
S000042,U0042,2025-05-27 17:11:08.487864,P015,view,tablet,DE
S000042,U0042,2025-05-27 17:11:38.487864,P016,add_to_cart,desktop,JP
S000042,U0042,2025-05-27 17:12:08.487864,P015,add_to_cart,desktop,IN
S000043,U0043,2025-05-26 22:45:00.487864,P018,add_to_cart,mobile,FR
S000043,U0043,2025-05-26 22:45:30.487864,P017,purchase,tablet,US
S000043,U0043,2025-05-26 22:46:00.487864,P018,add_to_cart,desktop,AU
S000043,U0043,2025-05-26 22:46:30.487864,P010,add_to_cart,mobile,IN
S000043,U0043,2025-05-26 22:47:00.487864,P009,purchase,desktop,US
S000043,U0043,2025-05-26 22:47:30.487864,P008,add_to_cart,desktop,CA
S000043,U0043,2025-05-26 22:48:00.487864,P016,view,desktop,FR
S000043,U0043,2025-05-26 22:48:30.487864,P015,purchase,mobile,FR
S000043,U0043,2025-05-26 22:49:00.487864,P014,view,desktop,AU
S000044,U0044,2025-05-19 05:24:36.487864,P007,view,mobile,DE
S000044,U0044,2025-05-19 05:25:06.487864,P006,view,mobile,IN
S000044,U0044,2025-05-19 05:25:36.487864,P007,click,mobile,CA
S000044,U0044,2025-05-19 05:26:06.487864,P008,purchase,tablet,CA
S000044,U0044,2025-05-19 05:26:36.487864,P007,click,desktop,IN
S000045,U0045,2025-05-16 04:52:47.487864,P008,view,desktop,FR
S000045,U0045,2025-05-16 04:53:17.487864,P016,click,mobile,JP
S000045,U0045,2025-05-16 04:53:47.487864,P018,click,mobile,US
S000046,U0046,2025-05-12 02:16:39.487864,P016,view,mobile,UK
S000046,U0046,2025-05-12 02:17:09.487864,P015,click,desktop,DE
S000046,U0046,2025-05-12 02:17:39.487864,P002,add_to_cart,desktop,AU
S000046,U0046,2025-05-12 02:18:09.487864,P001,add_to_cart,desktop,IN
S000046,U0046,2025-05-12 02:18:39.487864,P017,view,mobile,DE
S000046,U0046,2025-05-12 02:19:09.487864,P018,click,tablet,IN
S000046,U0046,2025-05-12 02:19:39.487864,P019,view,desktop,UK
S000047,U0047,2025-06-01 02:03:58.487864,P017,purchase,tablet,CA
S000047,U0047,2025-06-01 02:04:28.487864,P018,add_to_cart,tablet,IN
S000047,U0047,2025-06-01 02:04:58.487864,P019,click,tablet,IN
S000047,U0047,2025-06-01 02:05:28.487864,P018,add_to_cart,tablet,JP
S000048,U0048,2025-05-21 19:39:51.487864,P015,purchase,desktop,US
S000048,U0048,2025-05-21 19:40:21.487864,P014,view,desktop,CA
S000048,U0048,2025-05-21 19:40:51.487864,P019,view,tablet,CA
S000048,U0048,2025-05-21 19:41:21.487864,P020,purchase,tablet,CA
S000048,U0048,2025-05-21 19:41:51.487864,P019,view,mobile,IN
S000049,U0049,2025-05-17 13:32:13.487864,P001,view,desktop,IN
S000049,U0049,2025-05-17 13:32:43.487864,P020,add_to_cart,tablet,UK
S000049,U0049,2025-05-17 13:33:13.487864,P019,click,desktop,US
S000049,U0049,2025-05-17 13:33:43.487864,P020,click,mobile,JP
S000049,U0049,2025-05-17 13:34:13.487864,P001,purchase,desktop,UK
S000049,U0049,2025-05-17 13:34:43.487864,P018,purchase,mobile,UK
S000049,U0049,2025-05-17 13:35:13.487864,P004,purchase,desktop,US
S000050,U0050,2025-05-20 23:24:45.487864,P017,view,desktop,IN
S000050,U0050,2025-05-20 23:25:15.487864,P018,view,desktop,DE
S000050,U0050,2025-05-20 23:25:45.487864,P017,purchase,mobile,UK
S000050,U0050,2025-05-20 23:26:15.487864,P016,purchase,tablet,CA
S000050,U0050,2025-05-20 23:26:45.487864,P004,add_to_cart,desktop,DE
S000050,U0050,2025-05-20 23:27:15.487864,P005,view,desktop,JP
S000050,U0050,2025-05-20 23:27:45.487864,P006,click,mobile,US
S000051,U0051,2025-05-26 05:04:04.487864,P018,purchase,desktop,US
S000051,U0051,2025-05-26 05:04:34.487864,P001,click,tablet,JP
S000051,U0051,2025-05-26 05:05:04.487864,P002,add_to_cart,tablet,DE
S000051,U0051,2025-05-26 05:05:34.487864,P003,add_to_cart,tablet,JP
S000052,U0052,2025-05-07 17:11:28.487864,P014,add_to_cart,tablet,IN
S000052,U0052,2025-05-07 17:11:58.487864,P013,add_to_cart,mobile,UK
S000052,U0052,2025-05-07 17:12:28.487864,P010,click,mobile,DE
S000052,U0052,2025-05-07 17:12:58.487864,P011,view,mobile,JP
S000052,U0052,2025-05-07 17:13:28.487864,P012,view,mobile,UK
S000052,U0052,2025-05-07 17:13:58.487864,P011,purchase,tablet,DE
S000052,U0052,2025-05-07 17:14:28.487864,P011,click,desktop,CA
S000052,U0052,2025-05-07 17:14:58.487864,P006,add_to_cart,tablet,AU
S000052,U0052,2025-05-07 17:15:28.487864,P007,purchase,tablet,JP
S000052,U0052,2025-05-07 17:15:58.487864,P006,view,desktop,CA
S000053,U0053,2025-05-22 08:41:48.487864,P016,view,mobile,UK
S000053,U0053,2025-05-22 08:42:18.487864,P015,click,tablet,JP
S000053,U0053,2025-05-22 08:42:48.487864,P009,click,mobile,FR
S000054,U0054,2025-05-15 01:43:53.487864,P019,view,mobile,FR
S000054,U0054,2025-05-15 01:44:23.487864,P020,click,tablet,CA
S000054,U0054,2025-05-15 01:44:53.487864,P019,click,desktop,DE
S000054,U0054,2025-05-15 01:45:23.487864,P020,view,desktop,CA
S000054,U0054,2025-05-15 01:45:53.487864,P001,click,tablet,AU
S000054,U0054,2025-05-15 01:46:23.487864,P002,purchase,desktop,UK
S000055,U0055,2025-05-21 06:32:59.487864,P020,add_to_cart,tablet,UK
S000055,U0055,2025-05-21 06:33:29.487864,P001,add_to_cart,mobile,IN
S000055,U0055,2025-05-21 06:33:59.487864,P020,add_to_cart,tablet,US
S000055,U0055,2025-05-21 06:34:29.487864,P012,purchase,mobile,DE
S000055,U0055,2025-05-21 06:34:59.487864,P002,click,tablet,JP
S000056,U0056,2025-05-28 17:15:51.487864,P015,add_to_cart,desktop,CA
S000056,U0056,2025-05-28 17:16:21.487864,P014,view,mobile,US
S000056,U0056,2025-05-28 17:16:51.487864,P013,click,desktop,IN
S000056,U0056,2025-05-28 17:17:21.487864,P012,view,mobile,DE
S000056,U0056,2025-05-28 17:17:51.487864,P011,view,tablet,DE
S000056,U0056,2025-05-28 17:18:21.487864,P012,purchase,mobile,IN
S000056,U0056,2025-05-28 17:18:51.487864,P013,view,mobile,UK
S000057,U0057,2025-05-14 00:59:57.487864,P020,purchase,mobile,IN
S000057,U0057,2025-05-14 01:00:27.487864,P020,purchase,desktop,IN
S000057,U0057,2025-05-14 01:00:57.487864,P001,purchase,mobile,FR
S000057,U0057,2025-05-14 01:01:27.487864,P008,purchase,desktop,US
S000057,U0057,2025-05-14 01:01:57.487864,P014,view,mobile,DE
S000057,U0057,2025-05-14 01:02:27.487864,P013,view,desktop,DE
S000057,U0057,2025-05-14 01:02:57.487864,P012,purchase,tablet,DE
S000057,U0057,2025-05-14 01:03:27.487864,P014,view,tablet,AU
S000058,U0058,2025-05-29 06:51:30.487864,P018,click,desktop,AU
S000058,U0058,2025-05-29 06:52:00.487864,P017,purchase,mobile,AU
S000058,U0058,2025-05-29 06:52:30.487864,P005,view,desktop,UK
S000058,U0058,2025-05-29 06:53:00.487864,P004,purchase,desktop,FR
S000058,U0058,2025-05-29 06:53:30.487864,P018,view,mobile,IN
S000058,U0058,2025-05-29 06:54:00.487864,P009,view,mobile,AU
